Date,Open,High,Low,Close,Adj Close,Volume,S3,R3
11/04/23,48.91,49.903,48.91,49.43,46.826939,189565733,49.156925,49.703075
12/04/23,49.575001,50.299999,49.474998,49.880001,47.253242,251841134,49.65312573,50.10687628
13/04/23,48.279999,48.799999,48.025002,48.505001,47.473457,163910295,48.29187683,48.71812518
14/04/23,48.345001,49.189999,48.220001,48.935001,47.894314,154711084,48.66825155,49.20175045
17/04/23,49.205002,49.330002,48.241001,48.450001,47.419628,152695130,48.15052573,48.74947628
18/04/23,48.794998,49.244999,48.695,48.825001,47.786652,100322887,48.67375128,48.97625073
19/04/23,48.785,49.380001,48.720001,49.255001,48.207508,100329243,49.073501,49.436501
20/04/23,49.57,49.834999,48.834999,49.005001,47.962822,132038364,48.730001,49.280001
21/04/23,49.549999,49.595001,48.634998,48.860001,47.820908,111401952,48.59600018,49.12400183
24/04/23,48.705002,49.365002,48.599998,48.91,47.869843,145956656,48.6996239,49.1203761
25/04/23,48.599998,48.723999,47.845001,48.23,47.204304,181788757,47.98827555,48.47172445
26/04/23,48.310001,48.685001,47.673,48.599998,47.566433,134294890,48.32169773,48.87829828
27/04/23,48.639999,49.266998,48.514999,48.82,47.781757,111447928,48.61320028,49.02679973
28/04/23,48.560001,48.616001,47.244999,48.200001,47.174942,227729312,47.82297545,48.57702655
02/05/23,48,48.755001,47.68,47.68,46.666,227428509,47.38437473,47.97562528
03/05/23,47.599998,48.055,45.299999,45.98,45.002155,359768316,45.22237473,46.73762528
04/05/23,45.904999,46.360001,45.049999,45.355,44.390446,199743764,44.99474945,45.71525055
05/05/23,45.59,46.365002,45.509998,45.810001,44.83577,177734509,45.5748749,46.0451271
09/05/23,45.779999,46.419998,45.612999,46.130001,45.148964,438134925,45.90807628,46.35192573
10/05/23,46.529999,46.84,45.900002,46.169998,45.18811,144013742,45.91149855,46.42849745
11/05/23,46.150002,46.535,45.334999,45.875,44.899387,183347019,45.54499973,46.20500028
12/05/23,46.040001,46.294998,45.560001,45.560001,44.591087,236333824,45.35787683,45.76212518
15/05/23,45.915001,46.27,45.610001,46.27,45.285988,288425062,46.08850028,46.45149973
16/05/23,46.119999,46.375,45.700001,45.700001,44.728111,236238207,45.51437628,45.88562573
17/05/23,45.5,46.294998,45.134998,46.294998,45.310455,267678810,45.975998,46.613998
18/05/23,46.849998,46.985001,46.384998,46.509998,45.520882,152617500,46.34499718,46.67499883
19/05/23,46.66,46.921001,46.445,46.720001,45.726418,143678822,46.58910073,46.85090128
22/05/23,46.775002,47.025002,46.619999,46.939999,45.941738,383664314,46.82862318,47.05137483
23/05/23,47.16,47.59,46.884998,47.59,46.577915,162101962,47.39612445,47.78387555
24/05/23,47.215,47.459999,46.599998,46.764999,45.770458,382800439,46.52849873,47.00149928
25/05/23,46.439999,47.18,45.830002,45.830002,44.855347,268083564,45.45875255,46.20125145
26/05/23,46,46.095001,45.305,45.505001,44.537258,261876412,45.28775073,45.72225128
30/05/23,45.215,46.02,44.935001,45.215,44.253422,324448861,44.91662528,45.51337473
31/05/23,45.075001,45.386002,44.169998,44.169998,43.230644,409055760,43.8355969,44.5043991
01/06/23,44.490002,45.5,44.035999,44.665001,43.715122,411702007,44.26240073,45.06760128
02/06/23,44.779999,45.501999,44.68,45.445,44.478531,120367137,45.21895028,45.67104973
05/06/23,45.764999,45.869999,44.529999,44.73,43.778736,121146438,44.3615,45.0985
06/06/23,44.564999,45.445,44.150002,45.174999,44.214272,302399488,44.81887455,45.53112345
07/06/23,45.400002,45.790001,45.112999,45.509998,44.542149,149262992,45.32382245,45.69617355
08/06/23,45.73,45.965,45.264999,45.330002,44.365978,94021170,45.13750173,45.52250228
09/06/23,45.5,45.775002,45.189999,45.264999,44.302361,97731521,45.10412318,45.42587483
12/06/23,45.404999,45.564999,44.974998,44.974998,44.018524,122260019,44.81274773,45.13724828
13/06/23,45.055,45.400002,44.755001,45.294998,44.331722,276655969,45.11762273,45.47237328
14/06/23,45.355,45.375,45.009998,45.285,44.321934,173033551,45.18462445,45.38537555
15/06/23,45.235001,45.235001,44.779999,44.955002,43.998955,173716601,44.82987645,45.08012755
16/06/23,45.110001,45.181999,44.759998,45.044998,44.087036,413600501,44.92894773,45.16104828
19/06/23,44.865002,45.139999,44.84,45.040001,44.082146,457173034,44.95750128,45.12250073
20/06/23,45,45.165001,44.759998,44.814999,43.861927,143254729,44.70362318,44.92637483
21/06/23,43.825001,44.485001,43.422001,43.744999,42.814686,216406659,43.452674,44.037324
22/06/23,43.279999,43.560001,42.91,42.91,41.997444,241900678,42.73124973,43.08875028
23/06/23,42.654999,42.759998,42.173,42.32,41.419991,190268748,42.15857555,42.48142445
26/06/23,42.029999,42.189999,41.240002,41.959999,41.067646,307235863,41.69874983,42.22124818
27/06/23,42.049999,42.695,42.040001,42.5,41.596161,175392127,42.31987528,42.68012473
28/06/23,42.555,42.799999,42.275002,42.650002,41.742973,139013995,42.50562783,42.79437618
29/06/23,42.650002,43,42.5,42.77,41.86042,153320601,42.6325,42.9075
30/06/23,43.209999,44.105,42.93,43.59,42.662983,198448419,43.266875,43.913125
03/07/23,43.915001,44.369999,43.875,44.224998,43.284477,90072762,44.08887328,44.36112273
04/07/23,44.325001,44.435001,43.880001,43.880001,42.946815,167430547,43.727376,44.032626
05/07/23,43.700001,44.264999,43.52,43.830002,42.897881,191321250,43.62512728,44.03487673
06/07/23,43.349998,44.009998,43.028999,43.299999,42.37915,218259259,43.03022428,43.56977373
07/07/23,43.209999,43.275002,42.685001,43.095001,42.178509,92266441,42.93275073,43.25725128
10/07/23,42.985001,43.345001,42.900002,43.044998,42.12957,84664497,42.92262328,43.16737273
11/07/23,42.98,43.369999,42.720001,43.369999,42.447659,237726887,43.19124955,43.54874845
12/07/23,43.549999,44.887001,43.485001,44.525002,43.578098,376682366,44.139452,44.910552
13/07/23,44.380001,44.849998,44.075001,44.724998,43.773842,128402399,44.51187383,44.93812218
14/07/23,44.665001,44.84,44.360001,44.360001,43.416607,135149204,44.22800128,44.49200073
17/07/23,44.209999,45.055,44.137001,44.84,43.886398,83672031,44.58755028,45.09244973
18/07/23,44.994999,45.830002,44.744999,45.689999,44.718319,113536894,45.39162318,45.98837483
19/07/23,46.759998,47.125,46.18,46.695,45.70195,178293923,46.435125,46.954875
20/07/23,46.764999,47.025002,46.099998,46.334999,45.349606,145067305,46.0806229,46.5893751
21/07/23,46.415001,46.584999,45.786999,45.855,44.879814,113659310,45.63555,46.07445
24/07/23,45.485001,46.055,45.312,46.044998,45.065769,78816082,45.840673,46.249323
25/07/23,45.98,46.43,45.779999,46.095001,45.114712,95683621,45.91625073,46.27375128
26/07/23,44.259998,45.459999,43.705002,45.330002,44.365978,313097530,44.84737783,45.81262618
27/07/23,45.185001,45.727001,44.900002,45.049999,44.09193,186380226,44.82257428,45.27742373
28/07/23,44.865002,45.471001,44.810001,45.125,44.165337,245836995,44.943225,45.306775
31/07/23,45.064999,45.294998,44.855,44.935001,43.979378,113386275,44.81400155,45.05600045
01/08/23,44.599998,44.924999,44.235001,44.34,43.397034,111305751,44.15025055,44.52974945
02/08/23,43.68,44.080002,43.134998,43.259998,42.34,144873986,43.0001219,43.5198741
03/08/23,42.200001,43.185001,41.959999,42.924999,42.924999,409948546,42.58812345,43.26187455
04/08/23,43.139999,43.275002,42.724998,43.139999,43.139999,119146267,42.9887479,43.2912501
07/08/23,43.255001,43.490002,42.915001,43.169998,43.169998,107514647,43.01187273,43.32812328
08/08/23,42.889999,43.154999,42.314999,42.685001,42.685001,165406529,42.454001,42.916001
09/08/23,43.195,43.43,42.695,42.779999,42.779999,306523528,42.577874,42.982124
10/08/23,43.02,43.275002,42.875,43,43,162978357,42.88999945,43.11000055
11/08/23,42.924999,43.205002,42.720001,42.950001,42.950001,135777375,42.81662573,43.08337628
14/08/23,42.810001,43.080002,42.685001,42.84,42.84,574256117,42.73137473,42.94862528
15/08/23,42.755001,42.965,42.235001,42.474998,42.474998,98089646,42.27424828,42.67574773
16/08/23,42.264999,42.419998,42.018002,42.09,42.09,168642832,41.9794511,42.2005489
17/08/23,41.994999,42.669998,41.958,42.415001,42.415001,121142791,42.21920155,42.61080045
18/08/23,42.25,42.619999,41.955002,42.244999,42.244999,139696325,42.06212483,42.42787318
21/08/23,42.07,42.712002,42.07,42.09,42.09,114254017,41.91344945,42.26655055
22/08/23,42.34,42.400002,41.724998,41.724998,41.724998,283173044,41.5393719,41.9106241
23/08/23,41.904999,42.25,41.763,41.869999,41.869999,137362304,41.736074,42.003924
24/08/23,42.334999,42.634998,42.035,42.130001,42.130001,88778714,41.96500155,42.29500045
25/08/23,42.110001,42.505001,41.735001,41.794998,41.794998,89999773,41.583248,42.006748
29/08/23,42.169998,42.959999,42.169998,42.904999,42.904999,192034758,42.68774873,43.12224928
30/08/23,43.095001,43.575001,42.805,42.825001,42.825001,110852442,42.61325073,43.03675128
31/08/23,42.959999,43.220001,42.355,42.355,42.355,321802013,42.11712473,42.59287528
01/09/23,42.400002,42.580002,42.07,42.115002,42.115002,313465005,41.97475145,42.25525255
04/09/23,42.32,42.575001,41.798,41.974998,41.974998,64586808,41.76132273,42.18867328
05/09/23,41.685001,42.259998,41.465,41.759998,41.759998,66880505,41.54137355,41.97862245
06/09/23,41.459999,41.700001,41.23,41.494999,41.494999,102192028,41.36574873,41.62424928
07/09/23,41.200001,41.667,41.029999,41.029999,41.029999,75967110,40.85482373,41.20517428
08/09/23,41.060001,41.415001,40.705002,41.34,41.34,147483289,41.14475028,41.53524973
11/09/23,41.599998,41.974998,41.277,41.580002,41.580002,156914685,41.38805255,41.77195145
12/09/23,41.950001,42.490002,41.665001,42.48,42.48,165061570,42.25312473,42.70687528
13/09/23,42.740002,42.889999,42.474998,42.599998,42.599998,111797115,42.48587273,42.71412328
14/09/23,42.630001,43.355,42.384998,43.23,43.23,174804740,42.96324945,43.49675055
15/09/23,43.525002,43.695,43.07,43.200001,43.200001,410881995,43.028126,43.371876
18/09/23,43.165001,43.220001,42.095001,42.154999,42.154999,95176139,41.845624,42.464374
19/09/23,41.965,42.900002,41.630001,42.900002,42.900002,192122023,42.55075173,43.24925228
20/09/23,43,44.700001,42.959999,44.560001,44.560001,301530724,44.08150045,45.03850155
21/09/23,44.169998,45.595001,44.130001,44.424999,44.424999,228768917,44.022124,44.827874
22/09/23,44.34,46.055,44.243,45.34,45.34,341794656,44.8417,45.8383
25/09/23,45,45.474998,44.435001,44.75,44.75,157412846,44.46400083,45.03599918
26/09/23,44.775002,44.924999,44.435001,44.924999,44.924999,115017094,44.79024955,45.05974845
27/09/23,44.84,45.299999,44.279999,44.57,44.57,146505711,44.2895,44.8505
28/09/23,44.700001,44.700001,43.785,44.259998,44.259998,194582788,44.00837273,44.51162328
29/09/23,44.455002,44.855,44.215,44.369999,44.369999,93860934,44.193999,44.545999
02/10/23,44.424999,44.689999,43.27,43.27,43.27,102276009,42.87950028,43.66049973
03/10/23,43.035,43.5,42.674999,42.814999,42.814999,77914964,42.58812373,43.04187428
04/10/23,42.450001,42.990002,42.200001,42.459999,42.459999,254168072,42.24274873,42.67724928
05/10/23,42.525002,42.595001,42.040001,42.169998,42.169998,121200278,42.017373,42.322623
06/10/23,42.18,42.904999,41.865002,42.625,42.625,80179745,42.33900083,42.91099918
09/10/23,42.310001,42.654999,41.998001,42.110001,42.110001,199447444,41.92932655,42.29067545
10/10/23,42.525002,43.630001,41.869999,43.369999,43.369999,101122156,42.88599845,43.85399955
11/10/23,43.185001,43.59,43.016998,43.275002,43.275002,100458208,43.11742645,43.43257755
12/10/23,43.41,43.654999,42.994999,43.419998,43.419998,159233092,43.238498,43.601498
13/10/23,43.490002,43.849998,42.790001,43.23,43.23,166940735,42.93850083,43.52149918
16/10/23,43.41,43.812,43.240002,43.509998,43.509998,111510390,43.35269855,43.66729745
17/10/23,43.799999,44.029999,43.415001,43.799999,43.799999,141280133,43.63087455,43.96912345
18/10/23,44,44,42.849998,42.849998,42.849998,91714127,42.53374745,43.16624855
19/10/23,42.68,43.215,41.880001,41.880001,41.880001,153457095,41.51287628,42.24712573
20/10/23,41.544998,42.040001,41.355,41.584999,41.584999,285516284,41.39662373,41.77337428
23/10/23,41.615002,41.865002,41.169998,41.415001,41.415001,122817827,41.2238749,41.6061271
24/10/23,40,40.933998,39.419998,40.575001,40.575001,154084778,40.158651,40.991351
25/10/23,40.880001,41.650002,39.537998,41.459999,41.459999,294434604,40.8791979,42.0408001
26/10/23,41.404999,41.509998,40.605,41.169998,41.169998,195470449,40.92112355,41.41887245
27/10/23,40.755001,40.93,39.605,39.755001,39.755001,210222754,39.390626,40.119376
30/10/23,39.779999,40.544998,39.744999,40.035,40.035,128456500,39.81500028,40.25499973
31/10/23,40.169998,40.380001,39.869999,39.939999,39.939999,130698761,39.79974845,40.08024955
01/11/23,40,40.52,39.790001,40.145,40.145,100469078,39.94425028,40.34574973
02/11/23,40.34,41.860001,39.794998,41.775002,41.775002,312062950,41.20712618,42.34287783
03/11/23,42,42.82,41.485001,42.435001,42.435001,139741423,42.06787628,42.80212573
06/11/23,42.43,42.584999,42.005001,42.130001,42.130001,77853902,41.97050155,42.28950045
07/11/23,42.099998,42.59,41.91,42.049999,42.049999,83864994,41.862999,42.236999
08/11/23,41.68,42.195,41.5,41.990002,41.990002,106611374,41.798877,42.181127
09/11/23,41.91,42.540001,41.700001,42.279999,42.279999,90991161,42.048999,42.510999
10/11/23,42.165001,42.200001,41.493,41.75,41.75,345691791,41.55557473,41.94442528
13/11/23,42.014999,42.215,41.759998,42.02,42.02,70595867,41.89487445,42.14512555
14/11/23,41.970001,42.345001,41.455002,42.255001,42.255001,139219947,42.01025128,42.49975073
15/11/23,42.514999,43.275002,42.48,43.095001,43.095001,157686991,42.87637545,43.31362655
16/11/23,43.060001,43.345001,42.57,42.775002,42.775002,262838706,42.56187673,42.98812728
17/11/23,42.77,43.514999,42.415001,43.375,43.375,131097373,43.07250055,43.67749945
20/11/23,43.330002,43.505001,42.689999,43.049999,43.049999,68951425,42.82587345,43.27412455
21/11/23,42.799999,43.275002,42.380001,42.549999,42.549999,97882442,42.30387373,42.79612428
22/11/23,42.625,42.924999,42.240002,42.299999,42.299999,71422387,42.11162483,42.48837318
23/11/23,42.139999,42.634998,42.014999,42.345001,42.345001,109460887,42.17450128,42.51550073
24/11/23,42.355,42.619999,42.014999,42.474998,42.474998,123445468,42.308623,42.641373
27/11/23,42.375,42.830002,41.994999,42.049999,42.049999,113174343,41.82037318,42.27962483
28/11/23,42.389999,42.575001,42.139999,42.450001,42.450001,121684970,42.33037545,42.56962655
29/11/23,42.299999,43.599998,42.16,43.450001,43.450001,111953267,43.05400155,43.84600045
30/11/23,43.439999,43.810001,43.07,43.470001,43.470001,290285051,43.26650073,43.67350128
01/12/23,43.66,44.512001,43.605,44.490002,44.490002,160245655,44.24057673,44.73942728
04/12/23,44.404999,45.185001,44.139999,45.130001,45.130001,187178392,44.84262545,45.41737655
05/12/23,44.605,45.169998,44.595001,45.009998,45.009998,103673064,44.85187383,45.16812218
06/12/23,45.125,46.029999,44.735001,45.805,45.805,171340246,45.44887555,46.16112445
07/12/23,45.380001,45.715,45.18,45.715,45.715,121355246,45.567875,45.862125
08/12/23,46,46.700001,45.369999,46.334999,46.334999,218162800,45.96924845,46.70074955
11/12/23,46.285,46.422001,45.404999,46.115002,46.115002,102125509,45.83532645,46.39467755
12/12/23,46.23,46.535,45.564999,45.900002,45.900002,153936602,45.63325173,46.16675228
13/12/23,45.970001,46.470001,45.904999,46.185001,46.185001,162422114,46.02962545,46.34037655
14/12/23,46.650002,48.07,46.528999,47.540001,47.540001,267269452,47.11622573,47.96377628
15/12/23,47.715,48.145,46.950001,47.014999,47.014999,256590061,46.68637428,47.34362373
18/12/23,46.865002,47.299999,46.580002,47,47,102858584,46.80200083,47.19799918
19/12/23,46.799999,46.98,46.580002,46.724998,46.724998,71350424,46.61499855,46.83499745
20/12/23,47.435001,47.849998,46.845001,47.465,47.465,152355344,47.18862583,47.74137418
21/12/23,46.919998,47.235001,46.689999,47.189999,47.189999,78173737,47.04012345,47.33987455
22/12/23,47.305,48.064999,47.154999,48.044998,48.044998,84428889,47.794748,48.295248
27/12/23,47.924999,48.375,47.744999,48.130001,48.130001,69861559,47.95675073,48.30325128
28/12/23,48.169998,48.23,47.810001,47.970001,47.970001,61253154,47.85450128,48.08550073
29/12/23,47.775002,47.935001,47.599998,47.709999,47.709999,63185526,47.61787318,47.80212483
02/01/24,47.84,48.224998,47.709999,48.07,48.07,104802741,47.92837528,48.21162473
03/01/24,48.134998,48.23,47.299999,47.455002,47.455002,101964262,47.19925173,47.71075228
04/01/24,47.325001,47.689999,47.084999,47.564999,47.564999,103495456,47.398624,47.731374
05/01/24,47.294998,47.48,46.75,47.259998,47.259998,103322339,47.059248,47.460748
08/01/24,47.285,47.564999,46.933998,47.564999,47.564999,85029299,47.39147373,47.73852428
09/01/24,47.674999,47.790001,47.439999,47.599998,47.599998,54516475,47.50374745,47.69624855
10/01/24,47.445,47.535,46.900002,46.994999,46.994999,62875455,46.82037455,47.16962345
11/01/24,47.115002,47.237,45.224998,45.240002,45.240002,225123886,44.68670145,45.79330255
12/01/24,45.400002,46.02,44.973,44.98,44.98,103407389,44.692075,45.267925
15/01/24,44.200001,44.785,43.814999,43.825001,43.825001,158625054,43.55825073,44.09175128
16/01/24,43.459999,43.785,43.014999,43.115002,43.115002,115578446,42.90325173,43.32675228
17/01/24,42.57,42.700001,41.974998,42.27,42.27,150656184,42.07062418,42.46937583
18/01/24,42.185001,42.849998,42.130001,42.5,42.5,162393003,42.30200083,42.69799918
19/01/24,42.790001,43.119999,42.380001,42.665001,42.665001,215285260,42.46150155,42.86850045
22/01/24,42.959999,43.875,42.959999,43.419998,43.419998,92429369,43.16837273,43.67162328
23/01/24,43.68,43.849998,43.060001,43.060001,43.060001,163007851,42.84275183,43.27725018
24/01/24,43.25,43.514999,41.983002,42.154999,42.154999,232089944,41.73369983,42.57629818
25/01/24,41.990002,42,41.255001,41.525002,41.525002,180477468,41.32012728,41.72987673
26/01/24,41.525002,42.665001,41.404999,42.099998,42.099998,227073805,41.75349745,42.44649855
29/01/24,42.125,42.450001,41.875,42.279999,42.279999,89192868,42.12187373,42.43812428
30/01/24,42.424999,43.055,42.400002,43.014999,43.014999,144582087,42.83487455,43.19512345
31/01/24,42.490002,42.814999,42.365002,42.535,42.535,142008721,42.41125083,42.65874918
01/02/24,42.125,43.408001,42,42.330002,42.330002,168984386,41.94280173,42.71720228
02/02/24,42.84,43.035,42.285,42.314999,42.314999,89965838,42.108749,42.521249
05/02/24,41.75,42.615002,41.040001,41.889999,41.889999,364068881,41.45687373,42.32312428
06/02/24,42.105,42.369999,41.619999,41.880001,41.880001,666773634,41.673751,42.086251
07/02/24,41.830002,42.185001,41.490002,41.580002,41.580002,131726564,41.38887728,41.77112673
08/02/24,41.580002,42.014999,41.429001,41.514999,41.514999,69825516,41.35384955,41.67614845
09/02/24,41.404999,41.705002,41.23,41.400002,41.400002,233075851,41.26937645,41.53062755
12/02/24,41.645,41.919998,41.185001,41.400002,41.400002,163174147,41.19787783,41.60212618
13/02/24,41.23,41.869999,41,41.185001,41.185001,141459585,40.94575128,41.42425073
14/02/24,41.09,41.764999,41.09,41.439999,41.439999,207374101,41.25437428,41.62562373
15/02/24,41.685001,41.73,41.049999,41.580002,41.580002,139218909,41.39300173,41.76700228
16/02/24,41.669998,43.314999,41.275002,43.200001,43.200001,249754009,42.63900183,43.76100018
19/02/24,43.305,43.439999,42.634998,42.880001,42.880001,74502420,42.65862573,43.10137628
20/02/24,42.814999,43.756001,42.77,43.650002,43.650002,138030229,43.37885173,43.92115228
21/02/24,43.785,43.932999,43.080002,43.290001,43.290001,202506236,43.05542683,43.52457518
22/02/24,43,46.205002,42.365002,45.955002,45.955002,565618186,44.899002,47.011002
23/02/24,45.990002,46.200001,45.384998,45.494999,45.494999,208409892,45.27087318,45.71912483
26/02/24,45.485001,46.195,45.485001,45.915001,45.915001,269141007,45.71975128,46.11025073
27/02/24,45.560001,46.525002,45.494999,46.310001,46.310001,205541890,46.02675018,46.59325183
28/02/24,46.215,46.750999,46.215,46.575001,46.575001,229599208,46.42760128,46.72240073
29/02/24,46.575001,47.505001,46.542999,46.57,46.57,467442708,46.30544945,46.83455055
01/03/24,47.02,47.75,47.02,47.369999,47.369999,207501949,47.169249,47.570749
04/03/24,47.040001,47.630001,46.900002,47.395,47.395,344381130,47.19425028,47.59574973
05/03/24,47.154999,47.952999,46.955002,47.799999,47.799999,148437130,47.52554983,48.07444818
06/03/24,47.974998,48.59,47.897999,48.400002,48.400002,311140311,48.20970173,48.59030228
07/03/24,48.555,49.049999,48.27,48.605,48.605,225634715,48.39050028,48.81949973
08/03/24,48.709999,49.075001,48.34,48.555,48.555,149173020,48.35287473,48.75712528
11/03/24,48.424999,49.130001,48.259998,49.049999,49.049999,154132465,48.81074818,49.28924983
12/03/24,49.360001,50.02,49.105,49.549999,49.549999,212228896,49.298374,49.801624
13/03/24,49.674999,50.009998,48.950001,49.255001,49.255001,246059054,48.96350183,49.54650018
14/03/24,49.200001,49.619999,48.955002,49.330002,49.330002,145097694,49.14712783,49.51287618
15/03/24,49.139999,49.924,49.139999,49.57,49.57,350528629,49.35439973,49.78560028
18/03/24,49.395,49.700001,49.129002,49.389999,49.389999,119224181,49.23297428,49.54702373
19/03/24,49.200001,49.599998,48.794998,49.544998,49.544998,126334621,49.323623,49.766373
20/03/24,49.540001,50.23,49.48,50.040001,50.040001,134881078,49.833751,50.246251
21/03/24,51.110001,51.889999,50.639999,51.490002,51.490002,184094142,51.146252,51.833752
22/03/24,51.77,52.669998,51.43,52.18,52.18,162388748,51.83900055,52.52099945
25/03/24,52,52.25,51.669998,51.73,51.73,237240308,51.57049945,51.88950055
26/03/24,51.529999,52.110001,51.490002,51.610001,51.610001,260161808,51.43950128,51.78050073
27/03/24,51.459999,52.259998,51.344002,51.669998,51.669998,211685995,51.4180991,51.9218969
28/03/24,52.23,52.540001,51.57,51.759998,51.759998,248468932,51.49324773,52.02674828
02/04/24,51.32,52.400002,51.32,51.959999,51.959999,174801073,51.66299845,52.25699955
03/04/24,51.560001,52.48,51.560001,52.380001,52.380001,145222987,52.12700128,52.63300073
04/04/24,52.82,54.119999,52.5,53.959999,53.959999,177550360,53.51449928,54.40549873
05/04/24,53.400002,53.737999,52.880001,53.32,53.32,121464585,53.08405055,53.55594945
08/04/24,53.299999,54.279999,53.240002,53.720001,53.720001,162777728,53.43400183,54.00600018
09/04/24,53.619999,53.84,52.700001,52.860001,52.860001,131247089,52.54650128,53.17350073
10/04/24,53.119999,53.68,52.900002,53.360001,53.360001,33183798,53.14550155,53.57450045